gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,2,Blue,jng,Venus,oe:player:0bdc508a17811a3a860d32749ad44e4,Young Generation,oe:team:6c951ee7222ac9acd244aa88c9e8330,Gragas,Caitlyn,Shen,Thresh,Galio,Taliyah,2326,0,1,2,2,6,11,0,0,0,0,0,0,0,0,0.1548,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5918,152.6569,0.0794843,574.3852,671.7627,36,0.9286,21,0.5417,10,104,2.6827,11177,6177,159.3379,0.153916,10420,,151,73,78,58,6,3.8951,2768,3017,43,2985,3703,50,-217,-686,-7,0,0,0,0,0,0,4471,5258,65,4405,5512,70,66,-254,-5,1,0,0,0,0,0
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,3,Blue,mid,Naul,oe:player:40c0863db40a68f9732b23e541a37ec,Young Generation,oe:team:6c951ee7222ac9acd244aa88c9e8330,Syndra,Caitlyn,Shen,Thresh,Galio,Taliyah,2326,0,1,2,4,6,11,0,0,0,0,1,0,1,0,0.1548,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27498,709.3207,0.369324,398.0482,268.9166,11,0.2837,4,0.1032,4,24,0.6191,14265,9265,238.994,0.230864,14200,,360,340,20,20,0,9.2863,3309,4449,85,3135,4358,83,174,91,2,0,2,0,0,0,1,5495,7725,147,4884,6711,132,611,1014,15,0,3,0,0,0,2
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,4,Blue,bot,Bigkoro,oe:player:7d5920ddca78bb9228495209bbc2d4d,Young Generation,oe:team:6c951ee7222ac9acd244aa88c9e8330,Xayah,Caitlyn,Shen,Thresh,Galio,Taliyah,2326,0,3,1,0,6,11,0,0,0,0,1,1,0,0,0.1548,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,20490,528.5469,0.2752,396.8358,233.6543,17,0.4385,10,0.258,4,43,1.1092,15168,10168,262.2872,0.253365,14100,,373,344,29,19,0,9.6217,3243,2954,65,3248,3384,87,-5,-430,-22,1,0,0,0,0,0,5165,4891,125,5470,5064,133,-305,-173,-8,1,0,0,0,0,0
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,5,Blue,sup,Palette,oe:player:278f9a3d3077c522e71022e302b9e0e,Young Generation,oe:team:6c951ee7222ac9acd244aa88c9e8330,Braum,Caitlyn,Shen,Thresh,Galio,Taliyah,2326,0,0,2,6,6,11,0,0,0,0,1,0,1,0,0.1548,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6527,168.3663,0.0876637,461.969,694.6948,64,1.6509,12,0.3095,22,102,2.6311,9719,4719,121.7283,0.117584,9475,,69,68,1,0,0,1.7799,2280,2880,16,2171,2606,2,109,274,14,0,2,0,0,0,1,3518,4565,26,3481,4238,6,37,327,20,0,3,0,0,0,1
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,6,Red,top,MANTARRAYA,oe:player:4c7744148006382ef4049adeb0ee41d,Kaos Latin Gamers,oe:team:c5b7f439779b465529ff283c53f41c0,Cho'Gath,Kalista,Rek'Sai,Jarvan IV,Gnar,Jayce,2326,1,4,0,3,11,6,1,0,0,0,0,0,0,0,0.2837,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18954,488.9252,0.258592,985.5116,1362.4592,23,0.5933,6,0.1548,5,47,1.2124,15131,10131,261.3328,0.207467,13985,,316,285,31,14,0,8.1513,3239,4758,92,3263,4124,77,-24,634,15,0,0,0,1,0,0,4906,7475,125,5188,6637,123,-282,838,2,1,0,0,1,0,1
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,7,Red,jng,Tierwulf,oe:player:f1679ba0230483418084ea47bec81c7,Kaos Latin Gamers,oe:team:c5b7f439779b465529ff283c53f41c0,Sejuani,Kalista,Rek'Sai,Jarvan IV,Gnar,Jayce,2326,1,0,0,9,11,6,0,0,0,0,0,0,0,0,0.2837,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7799,201.178,0.106403,932.1668,1183.4652,28,0.7223,14,0.3611,3,84,2.1668,13505,8505,219.3895,0.174168,11825,,184,57,127,78,3,4.7463,2985,3703,50,2768,3017,43,217,686,7,0,0,0,0,0,0,4405,5512,70,4471,5258,65,-66,254,5,0,0,0,1,0,0
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,8,Red,mid,Plugo,oe:player:ea27a3ffe33c2ddd9363d29152363a7,Kaos Latin Gamers,oe:team:c5b7f439779b465529ff283c53f41c0,Orianna,Kalista,Rek'Sai,Jarvan IV,Gnar,Jayce,2326,1,1,2,7,11,6,0,0,0,0,0,0,0,0,0.2837,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15026,387.601,0.205002,318.0567,330.0258,26,0.6707,9,0.2322,11,57,1.4703,14421,9421,243.0181,0.192927,12925,,292,284,8,6,2,7.5322,3135,4358,83,3309,4449,85,-174,-91,-2,0,0,1,0,2,0,4884,6711,132,5495,7725,147,-611,-1014,-15,0,0,2,0,3,0
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,9,Red,bot,Fix,oe:player:2de1239f236684c5bee75bd524a38a5,Kaos Latin Gamers,oe:team:c5b7f439779b465529ff283c53f41c0,Tristana,Kalista,Rek'Sai,Jarvan IV,Gnar,Jayce,2326,1,6,2,2,11,6,2,0,0,0,0,0,0,0,0.2837,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,27403,706.8702,0.373863,368.4609,284.0585,12,0.3095,10,0.258,1,36,0.9286,18312,13312,343.3878,0.27261,14825,,376,363,13,8,2,9.6991,3248,3384,87,3243,2954,65,5,430,22,0,0,0,1,0,0,5470,5064,133,5165,4891,125,305,173,8,0,0,0,1,0,0
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,10,Red,sup,Slow,oe:player:efa5397985b8609a5dbeb430a4bcadd,Kaos Latin Gamers,oe:team:c5b7f439779b465529ff283c53f41c0,Lulu,Kalista,Rek'Sai,Jarvan IV,Gnar,Jayce,2326,1,0,2,10,11,6,0,0,0,0,0,0,0,1,0.2837,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4115,106.1479,0.0561415,225.1677,105.503,44,1.135,13,0.3353,19,77,1.9862,12463,7463,192.5107,0.152829,10585,,19,17,2,0,2,0.4901,2171,2606,2,2280,2880,16,-109,-274,-14,0,0,1,0,2,0,3481,4238,6,3518,4565,26,-37,-327,-20,0,0,1,0,3,0
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,100,Blue,team,,,Young Generation,oe:team:6c951ee7222ac9acd244aa88c9e8330,,Caitlyn,Shen,Thresh,Galio,Taliyah,2326,0,6,11,13,6,11,0,0,0,0,1,,,,0.1548,0.4385,0,2,1,,,0,1,0,1,,,,0,0,0,0,1,0,0,2,0,4,11,1,1,,,0,4,74455,1920.5933,,2687.8762,2651.4273,153,3.9467,50,1.2898,48,323,8.3319,65132,40131,1035.1935,,62620,-0.0240603,,1190,141,99,6,34.3336,14863,17424,286,14778,18809,314,85,-1385,-28,2,4,0,0,0,2,23837,29076,486,23146,29000,466,691,76,20,3,6,1,1,0,3
TRLH1/1002360365,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360365?gameHash=d5c00aaef63b0845,WCS,2017,,0,9/25/2017 4:44,1,7.18,200,Red,team,,,Kaos Latin Gamers,oe:team:c5b7f439779b465529ff283c53f41c0,,Kalista,Rek'Sai,Jarvan IV,Gnar,Jayce,2326,1,11,6,31,11,6,3,0,0,0,0,,,,0.2837,0.4385,1,1,2,,,1,0,0,0,,,,0,0,1,1,0,1,2,0,1,11,4,0,0,,,4,0,73297,1890.7223,,2829.3637,3265.5116,133,3.4308,52,1.3414,39,301,7.7644,73832,48831,1259.6131,,64145,0.0240603,,1006,181,106,9,30.6191,14778,18809,314,14863,17424,286,-85,1385,28,0,0,2,2,4,0,23146,29000,466,23837,29076,486,-691,-76,-20,1,0,3,3,6,1
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,1,Blue,top,Evi,oe:player:376d5e3b1257e6972228d458943f74c,Rampage,oe:team:a9744fc5b0ca952b17ef07c0aa99602,Maokai,Kassadin,Shen,Jayce,Rumble,Corki,1532,0,0,2,0,1,12,0,0,0,0,0,0,0,0,0.0392,0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3795,148.6292,0.212284,731.8668,700.9661,11,0.4308,4,0.1567,1,21,0.8225,7895,4515,176.8277,0.22234,7425,,211,211,0,0,0,8.2637,3180,4522,83,3254,4607,83,-74,-85,0,0,0,0,0,0,0,4946,7275,137,5230,7415,139,-284,-140,-2,0,0,0,0,0,0
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,2,Blue,jng,Tussle,oe:player:5d266fd637d68e37c6025215ab74757,Rampage,oe:team:a9744fc5b0ca952b17ef07c0aa99602,Sejuani,Kassadin,Shen,Jayce,Rumble,Corki,1532,0,0,3,0,1,12,0,0,0,0,0,0,0,0,0.0392,0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3680,144.1253,0.205851,811.6449,730.0261,16,0.6266,14,0.5483,5,41,1.6057,6820,3440,134.7258,0.169396,6375,,121,21,100,66,0,4.7389,2809,3044,53,3353,3636,43,-544,-592,10,0,0,1,0,4,0,4231,5340,84,5208,5656,64,-977,-316,20,0,0,2,0,5,0
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,3,Blue,mid,Ramune,oe:player:a4e9e9157f2a7f62d2166124824166e,Rampage,oe:team:a9744fc5b0ca952b17ef07c0aa99602,Orianna,Kassadin,Shen,Jayce,Rumble,Corki,1532,0,0,2,0,1,12,0,0,0,0,0,0,0,1,0.0392,0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4512,176.7102,0.252391,258.0548,172.4021,11,0.4308,2,0.0783,3,19,0.7441,7868,4488,175.7702,0.22101,7875,,207,206,1,1,0,8.107,2919,4180,68,3893,5035,94,-974,-855,-26,0,0,1,1,0,0,4623,6783,120,6099,7838,149,-1476,-1055,-29,0,0,1,1,0,0
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,4,Blue,bot,Moyashi,oe:player:785c0d3b9969e1cf711dcd09ee4bffb,Rampage,oe:team:a9744fc5b0ca952b17ef07c0aa99602,Tristana,Kassadin,Shen,Jayce,Rumble,Corki,1532,0,1,2,0,1,12,0,0,0,0,0,0,0,0,0.0392,0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4570,178.9817,0.255636,305.248,174.1645,11,0.4308,5,0.1958,3,26,1.0183,8050,4670,182.8982,0.229974,7875,,200,200,0,0,0,7.8329,2826,2762,64,4315,3562,90,-1489,-800,-26,0,0,1,2,1,0,4486,4669,114,6461,5542,135,-1975,-873,-21,0,0,1,3,1,0
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,5,Blue,sup,Dara,oe:player:3c20ade1447676f0d3667e668d92a69,Rampage,oe:team:a9744fc5b0ca952b17ef07c0aa99602,Soraka,Kassadin,Shen,Jayce,Rumble,Corki,1532,0,0,3,1,1,12,0,0,0,0,0,0,0,0,0.0392,0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1320,51.6971,0.0738379,286.7624,75.4308,24,0.9399,3,0.1175,8,31,1.2141,6574,3194,125.0914,0.157281,6170,,8,8,0,0,0,0.3133,2229,2527,1,2913,3234,0,-684,-707,1,0,0,1,1,2,0,3528,4100,3,4322,4187,4,-794,-87,-1,0,0,1,1,3,0
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,6,Red,top,Riris,oe:player:cb414854bae1fa3b446126d88796996,Hong Kong Attitude,oe:team:6f0162b86d2a0d206ba9a08a1da14be,Galio,Taliyah,Kalista,Cho'Gath,Braum,Janna,1532,1,0,0,4,12,1,0,0,0,0,0,0,0,0,0.47,0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8227,322.2063,0.197319,326.436,585.1567,15,0.5875,1,0.0392,4,21,0.8225,10031,6651,260.483,0.182915,8820,,249,247,2,1,1,9.752,3254,4607,83,3180,4522,83,74,85,0,0,0,0,0,0,0,5230,7415,139,4946,7275,137,284,140,2,0,0,0,0,0,0
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,7,Red,jng,GodKwai,oe:player:77f282e54c0ca2da2d5e4144275cd75,Hong Kong Attitude,oe:team:6f0162b86d2a0d206ba9a08a1da14be,Jarvan IV,Taliyah,Kalista,Cho'Gath,Braum,Janna,1532,1,3,0,8,12,1,1,0,0,0,1,0,1,0,0.47,0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6190,242.4282,0.148463,638.5379,684.9086,25,0.9791,9,0.3525,5,55,2.154,9731,6351,248.7337,0.174663,7325,,97,22,75,51,10,3.799,3353,3636,43,2809,3044,53,544,592,-10,0,4,0,0,0,1,5208,5656,64,4231,5340,84,977,316,-20,0,5,0,0,0,2
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,8,Red,mid,Mission,oe:player:70d529695c253d17e992cb9265abc57,Hong Kong Attitude,oe:team:6f0162b86d2a0d206ba9a08a1da14be,Syndra,Taliyah,Kalista,Cho'Gath,Braum,Janna,1532,1,3,0,5,12,1,0,0,0,0,1,1,0,0,0.47,0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13147,514.8956,0.315321,274.0731,164.2167,10,0.3916,3,0.1175,3,27,1.0574,12090,8710,341.1227,0.239545,9260,,264,240,24,10,13,10.3394,3893,5035,94,2919,4180,68,974,855,26,1,0,0,0,0,1,6099,7838,149,4623,6783,120,1476,1055,29,1,0,0,0,0,1
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,9,Red,bot,Unified,oe:player:1dbd464eef96e9cc4151734185a50c7,Hong Kong Attitude,oe:team:6f0162b86d2a0d206ba9a08a1da14be,Xayah,Taliyah,Kalista,Cho'Gath,Braum,Janna,1532,1,5,1,5,12,1,0,0,0,0,0,0,0,0,0.47,0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,10587,414.6345,0.253921,355.9661,142.0888,10,0.3916,3,0.1175,2,25,0.9791,13405,10025,392.624,0.275712,13100,,273,252,21,1,4,10.6919,4315,3562,90,2826,2762,64,1489,800,26,2,1,0,0,0,1,6461,5542,135,4486,4669,114,1975,873,21,3,1,0,0,0,1
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,10,Red,sup,Kaiwing,oe:player:0103d21d116b61eb55fa351242208cf,Hong Kong Attitude,oe:team:6f0162b86d2a0d206ba9a08a1da14be,Rakan,Taliyah,Kalista,Cho'Gath,Braum,Janna,1532,1,1,0,8,12,1,0,0,0,0,0,0,0,0,0.47,0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3543,138.7598,0.0849763,187.7937,311.1227,25,0.9791,15,0.5875,8,60,2.3499,8004,4624,181.0966,0.127164,6050,,19,17,2,0,0,0.7441,2913,3234,0,2229,2527,1,684,707,-1,1,2,0,0,0,1,4322,4187,4,3528,4100,3,794,87,1,1,3,0,0,0,1
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,100,Blue,team,,,Rampage,oe:team:a9744fc5b0ca952b17ef07c0aa99602,,Kassadin,Shen,Jayce,Rumble,Corki,1532,0,1,12,1,1,12,0,0,0,0,0,,,,0.0392,0.5091,0,0,2,,,0,0,0,0,,,,0,0,0,0,1,0,0,1,0,0,9,0,0,,,0,1,17877,700.1436,,2393.577,1852.9896,73,2.859,28,1.0966,20,138,5.4047,37207,20305,795.235,,35720,-0.220118,,646,101,67,0,29.2559,13963,17035,269,17728,20074,310,-3765,-3039,-41,0,0,4,4,7,0,21814,28167,458,27320,30638,491,-5506,-2471,-33,0,0,5,5,9,0
TRLH1/1002360372,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428,WCS,2017,,0,9/25/2017 6:15,1,7.18,200,Red,team,,,Hong Kong Attitude,oe:team:6f0162b86d2a0d206ba9a08a1da14be,,Taliyah,Kalista,Cho'Gath,Braum,Janna,1532,1,12,1,30,12,1,1,0,0,0,1,,,,0.47,0.5091,1,2,0,,,0,0,2,0,,,,0,0,1,1,0,1,1,0,1,9,0,1,1,,,1,0,41694,1632.9243,,1782.8068,1887.4935,85,3.329,31,1.2141,22,188,7.3629,53261,36359,1423.9817,,44555,0.220118,,778,124,63,28,35.3264,17728,20074,310,13963,17035,269,3765,3039,41,4,7,0,0,0,4,27320,30638,491,21814,28167,458,5506,2471,33,5,9,0,0,0,5
TRLH1/1002360382,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174,WCS,2017,,0,9/25/2017 7:06,1,7.18,1,Blue,top,sOAZ,oe:player:e4e943fa882367a96fb2a365de4e28c,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,Galio,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,1492,1,1,0,8,16,2,0,0,0,0,0,0,0,0,0.6434,0.7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6741,271.0858,0.159463,323.244,786.5952,12,0.4826,0,0,2,21,0.8445,9904,6605,265.6166,0.187296,9250,,194,189,5,0,5,7.8016,3382,4500,71,3269,3913,71,113,587,0,1,3,0,1,0,1,5573,7190,124,5078,6598,134,495,592,-10,1,3,0,1,0,2
TRLH1/1002360382,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174,WCS,2017,,0,9/25/2017 7:06,1,7.18,2,Blue,jng,Broxah,oe:player:8da47fdedd43dae92ab1715b81cdda1,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,Rek'Sai,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,1492,1,5,2,6,16,2,0,0,0,0,0,0,0,0,0.6434,0.7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7463,300.1206,0.176543,664.5845,328.5523,21,0.8445,7,0.2815,4,58,2.3324,9909,6610,265.8177,0.187438,9175,,97,10,87,41,14,3.9008,3205,2687,34,2842,2885,36,363,-198,-2,2,1,2,0,2,2,5552,5112,52,4171,4867,60,1381,245,-8,4,2,2,0,2,2
TRLH1/1002360382,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174,WCS,2017,,0,9/25/2017 7:06,1,7.18,3,Blue,mid,Caps,oe:player:55dd587cdc4a278be6a5c37f9e539de,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,Ryze,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,1492,1,6,0,6,16,2,1,1,0,0,0,0,0,0,0.6434,0.7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11013,442.882,0.260521,354.5308,342.3861,10,0.4021,5,0.2011,4,25,1.0054,11653,8354,335.9517,0.236891,10250,,196,184,12,9,3,7.882,3820,5118,76,3041,3411,63,779,1707,13,1,5,0,1,0,3,6069,7948,125,4394,5528,100,1675,2420,25,2,5,0,1,0,3
TRLH1/1002360382,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174,WCS,2017,,0,9/25/2017 7:06,1,7.18,4,Blue,bot,Rekkles,oe:player:d8362fe0d38ca0e70953ed957deaa00,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,Xayah,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,1492,1,4,0,9,16,2,0,0,0,0,1,1,0,0,0.6434,0.7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,12352,496.7292,0.292196,214.4638,101.059,8,0.3217,6,0.2413,1,18,0.7239,12303,9004,362.0912,0.255323,11225,,255,254,1,1,0,10.2547,4240,3433,85,2950,2807,67,1290,626,18,3,2,0,0,1,0,6752,5657,144,4602,4966,118,2150,691,26,3,5,0,0,1,1
TRLH1/1002360382,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174,WCS,2017,,0,9/25/2017 7:06,1,7.18,5,Blue,sup,Jesiz,oe:player:c22cb6fc65a653f1ad1dc271187ede9,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,Rakan,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,1492,1,0,0,14,16,2,0,0,0,0,1,0,1,0,0.6434,0.7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4704,189.1689,0.111277,196.9303,302.0107,29,1.1662,5,0.2011,9,39,1.5684,7991,4692,188.6863,0.133051,7075,,5,5,0,0,0,0.2011,2289,3017,0,2057,2492,11,232,525,-11,0,5,0,0,1,1,3923,5169,0,3030,3499,19,893,1670,-19,0,8,0,0,1,2
TRLH1/1002360382,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174,WCS,2017,,0,9/25/2017 7:06,1,7.18,6,Red,top,MANTARRAYA,oe:player:4c7744148006382ef4049adeb0ee41d,Kaos Latin Gamers,oe:team:c5b7f439779b465529ff283c53f41c0,Shen,Kalista,Nidalee,Syndra,Aurelion Sol,LeBlanc,1492,0,1,2,0,2,16,0,0,0,0,0,0,0,0,0.0804,0.7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2849,114.571,0.14429,387.3458,365.1475,13,0.5228,1,0.0402,2,15,0.6032,8088,4789,192.5871,0.25403,8030,,214,191,23,7,0,8.6059,3269,3913,71,3382,4500,71,-113,-587,0,1,0,1,1,3,0,5078,6598,134,5573,7190,124,-495,-592,10,1,0,2,1,3,0
TRLH1/1002360382,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174,WCS,2017,,0,9/25/2017 7:06,1,7.18,7,Red,jng,Tierwulf,oe:player:f1679ba0230483418084ea47bec81c7,Kaos Latin Gamers,oe:team:c5b7f439779b465529ff283c53f41c0,Elise,Kalista,Nidalee,Syndra,Aurelion Sol,LeBlanc,1492,0,0,4,2,2,16,0,0,0,0,0,0,0,1,0.0804,0.7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3024,121.6086,0.153153,672.748,270.7239,31,1.2466,7,0.2815,7,66,2.6542,6524,3225,129.6917,0.17107,6150,,94,27,67,48,2,3.7802,2842,2885,36,3205,2687,34,-363,198,2,0,2,2,2,1,2,4171,4867,60,5552,5112,52,-1381,-245,8,0,2,2,4,2,2
TRLH1/1002360382,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174,WCS,2017,,0,9/25/2017 7:06,1,7.18,8,Red,mid,Plugo,oe:player:ea27a3ffe33c2ddd9363d29152363a7,Kaos Latin Gamers,oe:team:c5b7f439779b465529ff283c53f41c0,Cassiopeia,Kalista,Nidalee,Syndra,Aurelion Sol,LeBlanc,1492,0,1,4,0,2,16,0,0,0,0,0,0,0,0,0.0804,0.7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5132,206.3807,0.259914,408.9812,183.4182,14,0.563,0,0,7,19,0.7641,7406,4107,165.1609,0.217854,6825,,186,186,0,0,0,7.4799,3041,3411,63,3820,5118,76,-779,-1707,-13,1,0,3,1,5,0,4394,5528,100,6069,7948,125,-1675,-2420,-25,1,0,3,2,5,0
